어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
지혜나라가정어린이집,경기도,고양시 일산서구,가정,19,5,"경기도 고양시 일산서구 고양대로 706-12 204동 103호(일산동, 일산2차현대홈타운)",031-923-7287,031-923-7287,3,0,4,N,,2017-02-24
일곱빛깔어린이집,경기도,고양시 일산서구,가정,19,3,"경기도 고양시 일산서구 고양대로 685 105동 104호(일산동, 일산현대홈타운1차아파트)",031-913-9419,031-913-9419,1,1,4,N,,2017-02-24
산들슬기어린이집,경기도,고양시 일산서구,가정,19,6,"경기도 고양시 일산서구 고양대로 719-12 602동 102호(일산동, 산들마을6단지)",031-975-6227,031-975-6227,3,0,4,N,,2017-02-24
행복한울어린이집,경기도,고양시 일산동구,민간,29,4,"경기도 고양시 일산동구 하늘마을로 94 (중산동,하늘마을2단지_관리동)",031-818-8664,031-818-8664,3,0,3,N,,2017-02-24
자연놀이어린이집,경기도,고양시 일산동구,민간,29,5,경기도 고양시 일산동구 마골길 21-16,031-976-9709,031-976-9748,9,0,7,Y,,2017-02-24
초록숲어린이집,경기도,고양시 일산동구,민간,28,5,"경기도 고양시 일산동구 숲속마을1로 116 관리동(풍동, 숲속마을)",031-901-7440,,4,0,4,N,,2017-02-24
꿈사랑 어린이집,경기도,고양시 일산동구,민간,28,6,경기도 고양시 일산동구 중산로 260,031-975-4399,031-975-4399,4,0,3,Y,,2017-02-24
한우리어린이집,경기도,고양시 덕양구,민간,27,7,경기도 고양시 덕양구 지도로 111 (토당동),031-970-5962,031-970-5908,3,0,5,Y,,2017-02-24
가좌국제어린이집,경기도,고양시 일산서구,민간,91,11,경기도 고양시 일산서구 송포로 207 가좌마을 7단지내 (가좌동),031-919-0785,,6,3,8,Y,,2017-02-24
정발산꼬마숲어린이집,경기도,고양시 일산동구,가정,18,4,경기도 고양시 일산동구 무궁화로187번길 21 (정발산동),031-906-0197,031-919-0197,3,0,4,N,,2017-02-24
푸른아이세상어린이집,경기도,고양시 일산동구,민간,103,16,경기도 고양시 일산동구 성현로482번길 73 (사리현동),031-964-8288,031-964-8288,1,1,10,Y,,2017-02-24
예사랑어린이집,경기도,고양시 덕양구,민간,99,15,경기도 고양시 덕양구 화중로138번길 27 충현빌딩 1층 (화정동),031-966-8320,031-964-0148,1,2,20,Y,,2017-02-24
예화어린이집,경기도,고양시 덕양구,민간,99,16,경기도 고양시 덕양구 호국로 1503 (대자동),031-962-2598,031-962-2398,7,1,12,Y,,2017-02-24
아이원어린이집,경기도,고양시 일산서구,민간,99,13,경기도 고양시 일산서구 대산로 145 문촌마을 4단지내 아이원어린이집,031-913-0033,031-913-5033,9,1,10,Y,,2017-02-24
브레인키즈스쿨 어린이집,경기도,고양시 일산동구,민간,99,13,"경기도 고양시 일산동구 탄중로 398 (중산동,중산마을8단지 내)",031-975-8837,031-977-6388,7,1,10,Y,,2017-02-24
열린키즈어린이집,경기도,고양시 일산서구,민간,97,12,경기도 고양시 일산서구 후곡로 55 후곡마을2단지내,031-918-9851,031-918-9853,7,1,9,Y,,2017-02-24
은진어린이집,경기도,고양시 덕양구,민간,96,13,경기도 고양시 덕양구 충경로 151 소만마을 1단지 내 은진어린이집,031-979-0700,031-979-0700,1,1,9,Y,,2017-02-24
명지어린이집,경기도,고양시 덕양구,민간,92,12,경기도 고양시 덕양구 통일로1108번길 169,031-968-6230,,4,5,8,Y,,2017-02-24
바른어린이집,경기도,고양시 일산서구,민간,92,10,경기도 고양시 일산서구 주엽로 123 문촌마을 부영아파트 15단지내 바른어린이집,031-915-2033,032-232-0002,6,1,11,Y,http://barun.pe.kr,2017-02-24
다정한어린이집,경기도,고양시 일산서구,가정,19,3,"경기도 고양시 일산서구 고양대로 719-12 604동 101호(일산동, 산들마을아파트)",031-976-2114,031-816-2386,4,0,4,N,,2017-02-24
하늘샘어린이집,경기도,고양시 일산서구,가정,19,5,"경기도 고양시 일산서구 원일로21번길 22 103동 101호(일산동, 일산휴먼빌아파트)",031-811-1180,031-811-1180,3,0,4,Y,,2017-02-24
태영꿈초롱어린이집,경기도,고양시 일산서구,가정,19,5,"경기도 고양시 일산서구 고양대로 622 202동 105호(일산동, 일산태영데시앙2단지아파트)",031-923-9595,031-923-9595,3,0,4,N,,2017-02-24
착한어린이집,경기도,고양시 일산서구,가정,19,7,"경기도 고양시 일산서구 산현로 34 105동 102호 (일산동, 동문1차아파트)",031-914-6062,031-914-6062,1,2,4,Y,,2017-02-24
에이스하늘어린이집,경기도,고양시 일산서구,가정,19,6,경기도 고양시 일산서구 탄중로 518 에이스10차102동103호,031-815-2061,,3,0,4,Y,http://cafe.naver.com/heavenn,2017-02-24
아이세상어린이집,경기도,고양시 일산서구,가정,19,5,"경기도 고양시 일산서구 고양대로 624 101동 102호(일산동, 일산태영데시앙1단지아파트)",031-908-0529,031-908-0529,4,0,4,N,http://www.cyworld.com/kisdworld,2017-02-24
아기천사나래어린이집,경기도,고양시 일산서구,가정,19,6,"경기도 고양시 일산서구 일청로 45 304동 101호(일산동, 일산현대홈타운3차아파트)",031-923-7941,,4,0,4,N,http://cafe.naver.com/9237941,2017-02-24
삼성키즈어린이집,경기도,고양시 일산동구,민간,90,11,경기도 고양시 일산동구 일산로 241 (마두동),031-904-5566,031-812-2564,7,1,10,Y,,2017-02-24
이플어린이집,경기도,고양시 덕양구,민간,89,9,경기도 고양시 덕양구 동헌로3번길 58 (관산동),031-962-0054,031-962-0944,6,1,7,Y,,2017-02-24
일산파밀리에이화리더어린이집,경기도,고양시 일산서구,민간,89,16,"경기도 고양시 일산서구 하이파크3로 111 (덕이동, 일산파밀리에2단지내)",031-916-0060,031-916-0061,7,1,9,Y,,2017-02-24
일산파밀리에연세아이어린이집,경기도,고양시 일산서구,민간,89,14,"경기도 고양시 일산서구 하이파크3로 61 (덕이동, 일산파밀리에 4단지내)",031-917-0900,,7,1,9,Y,,2017-02-24
아이다움어린이집,경기도,고양시 덕양구,민간,88,14,"경기도 고양시 덕양구 세솔로 73 (삼송동,삼송2차아이파크)",02-381-1124,02-381-1125,8,1,15,N,,2017-02-24
솔로몬어린이집,경기도,고양시 일산서구,가정,19,4,경기도 고양시 일산서구 고양대로 620 201-104(일산동 동문아파트),031-813-7757,,3,0,4,N,,2017-02-24
잰둥이어린이집,경기도,고양시 일산서구,가정,19,4,"경기도 고양시 일산서구 대화1로 51 304동 102호(대화동, 대화마을동문3단지아파트)",031-924-0272,031-924-0272,3,0,4,N,,2017-02-24
동양아름드리어린이집,경기도,고양시 일산서구,가정,19,4,"경기도 고양시 일산서구 고양대로 633 102-103(일산동, 일산동양아파트)",031-915-5450,031-915-5450,3,0,4,N,http://cafe.daum.net/areumdri-kidhouse,2017-02-24
꽃담은어린이집,경기도,고양시 일산서구,가정,19,5,"경기도 고양시 일산서구 일청로 75 105동 104호(일산동,푸르지오)",031-919-0177,,3,0,4,N,,2017-02-24
감성놀이위지니어린이집,경기도,고양시 일산서구,가정,19,4,"경기도 고양시 일산서구 탄중로 523 201동 101호(일산동, 에이스11차아파트)",031-916-9995,031-916-9995,4,0,4,Y,,2017-02-24
i예뻐어린이집,경기도,고양시 일산서구,가정,19,5,"경기도 고양시 일산서구 고양대로 624 104동 101호(일산동, 일산태영데시앙1단지아파트)",031-975-6675,,3,0,4,N,,2017-02-24
아기둥지어린이집,경기도,고양시 일산동구,가정,20,4,경기도 고양시 일산동구 강촌로26번길 8-5 (백석동),031-901-0566,,2,0,4,N,,2017-02-24
스마일어린이집,경기도,고양시 일산동구,가정,20,5,"경기도 고양시 일산동구 백석로 26 304동 104호(백석동, 흰돌마을3단지)",031-908-2802,031-908-2802,3,0,4,N,,2017-02-24
사랑나무어린이집,경기도,고양시 일산동구,가정,20,6,"경기도 고양시 일산동구 일산로 9 507동 101호(백석동, 흰돌마을서안5단지아파트)",031-815-8867,,3,0,4,N,,2017-02-24
하늘꿈어린이집,경기도,고양시 일산동구,가정,20,5,경기도 고양시 일산동구 백석로108번길 23 (백석동),031-902-6630,031-902-6630,3,0,4,N,,2017-02-24
영아생각놀이 어린이집,경기도,고양시 일산동구,가정,20,5,"경기도 고양시 일산동구 백석로 175 707동 102호(백석동, 백송마을임광7단지아파트)",031-906-2412,070-7756-2419,3,0,4,Y,,2017-02-24
백석키즈스쿨어린이집,경기도,고양시 일산동구,가정,20,6,경기도 고양시 일산동구 백석로108번길 53-10,031-907-4832,,1,0,4,Y,http://club.cyworld.com/bskidschool,2017-02-24
백석곤지곤지어린이집,경기도,고양시 일산동구,가정,20,9,경기도 고양시 일산동구 강송로113번길 36-1,031-905-9507,,3,1,4,N,,2017-02-24
꿈꾸는아이세상어린이집,경기도,고양시 일산동구,가정,20,6,경기도 고양시 일산동구 강송로125번길 43-11 (백석동),031-903-2009,,3,0,4,N,,2017-02-24
곤지곤지꿈터어린이집,경기도,고양시 일산동구,가정,20,4,경기도 고양시 일산동구 백석로71번길 30 백석동 1207-2,031-904-9507,,3,0,4,N,,2017-02-24
푸른숲어린이집,경기도,고양시 일산동구,가정,20,6,"경기도 고양시 일산동구 강석로 110 505동 102호(마두동, 강촌마을5단지)",031-901-7915,,4,0,4,N,,2017-02-24
잼잼어린이집,경기도,고양시 일산동구,가정,20,5,"경기도 고양시 일산동구 강석로 110 507동 102호(마두동, 강촌마을5단지아파트)",031-811-8114,031-811-8115,1,0,4,N,,2017-02-24
귀염둥이어린이집,경기도,고양시 일산동구,가정,17,4,경기도 고양시 일산동구 고봉로658번길 57 103동 102호(성석동),031-976-6020,,3,0,5,Y,,2017-02-24
햇빛초록별어린이집,경기도,고양시 덕양구,가정,16,4,"경기도 고양시 덕양구 충장로152번길 39 2016동 101호(행신동, 햇빛마을주공20단지아파트)",031-938-3110,031-979-9803,1,0,4,N,,2017-02-24
꼬마숲어린이집,경기도,고양시 일산서구,가정,16,5,경기도 고양시 일산서구 탄현로 80 905-104,031-913-7095,070-7558-7095,3,0,4,N,http://www.littleforest.co.kr/home/Tanhyeon/default.asp,2017-02-24
솜사탕어린이집,경기도,고양시 덕양구,가정,16,5,"경기도 고양시 덕양구 충장로152번길 39 2003동 103호(행신동, 햇빛마을주공20단지아파트)",031-811-6962,031-811-6962,3,0,4,Y,,2017-02-24
도담영아어린이집,경기도,고양시 덕양구,가정,16,3,"경기도 고양시 덕양구 화신로 105 2315동 102호(행신동, 햇빛마을23단지아파트)",031-811-2146,031-811-2146,1,0,4,N,,2017-02-24
솔비어린이집,경기도,고양시 덕양구,가정,16,4,"경기도 고양시 덕양구 소만로 19 612동 102호(행신동, 소만마을6단지아파트)",031-819-5990,,1,0,4,Y,,2017-02-24
무원작은별어린이집,경기도,고양시 덕양구,가정,16,3,"경기도 고양시 덕양구 화신로 45 106동 107호(행신동, 무원마을부영1단지아파트)",031-978-8170,,1,0,4,N,,2017-02-24
꼬마숲샘물어린이집,경기도,고양시 덕양구,가정,16,3,"경기도 고양시 덕양구 혜음로 30 102동 103호(고양동, 삼성)",070-8616-4132,031-962-4132,4,0,4,N,,2017-02-24
봄빛어린이집,경기도,고양시 일산서구,가정,16,3,"경기도 고양시 일산서구 현중로 10 1602동 105호(탄현동, 탄현마을16단지)",031-819-3655,031-819-3655,3,0,4,N,,2017-02-24
리베도만스쿨어린이집,경기도,고양시 일산서구,가정,16,4,경기도 고양시 일산서구 탄현로 80 903-103,031-921-3933,031-918-3933,3,0,4,Y,http://domanschool.co.kr,2017-02-24
노래하는어린이집,경기도,고양시 일산서구,가정,16,4,"경기도 고양시 일산서구 탄현로 133 102동 103호(탄현동, 일산임광진흥아파트)",031-812-6843,031-812-6843,1,0,3,N,,2017-02-24
사랑숲어린이집,경기도,고양시 일산서구,가정,19,5,"경기도 고양시 일산서구 대화1로 70 705동 102호(대화동, 대화마을양우파크타운7단지아파트)",031-919-6905,,1,0,4,N,,2017-02-24
꽃별키즈어린이집,경기도,고양시 일산서구,가정,19,2,"경기도 고양시 일산서구 대화1로 70 702동 103호(대화동, 대화마을양우파크타운7단지아파트)",031-818-2825,031-818-2825,3,0,4,N,,2017-02-24
푸른솔어린이집,경기도,고양시 일산서구,가정,19,3,"경기도 고양시 일산서구 장자길118번길 27 304동 103호(덕이동, 동문아파트)",031-8076-4934,031-8076-4934,3,0,4,Y,,2017-02-24
시립가장어린이집,경기도,고양시 덕양구,국공립,49,11,경기도 고양시 덕양구 동헌로9번길 21 (관산동),031-963-8575,031-963-8576,1,1,13,N,,2017-02-24
고양세빛어린이집,경기도,고양시 덕양구,민간,49,8,경기도 고양시 덕양구 보광로12번길 23-8 (고양동),031-968-1296,,5,0,8,Y,,2017-02-24
산새어린이집,경기도,고양시 일산서구,민간,49,8,경기도 고양시 일산서구 탄현로 133 임광진흥 아파트 단지내 보육시설,031-916-0963,031-917-0963,5,0,7,Y,,2017-02-24
일산사임당어린이집,경기도,고양시 일산서구,민간,49,7,"경기도 고양시 일산서구 일중로 67-6 (일산동, 1층 101-103)",031-977-7756,,4,0,6,Y,,2017-02-24
행복한아이나라어린이집,경기도,고양시 일산서구,민간,49,5,경기도 고양시 일산서구 원일로 46 (일산동),031-975-2003,031-975-2003,1,0,6,Y,,2017-02-24
KT일산어린이집,경기도,고양시 일산서구,직장,49,7,경기도 고양시 일산서구 강성로 225 KT어린이집 (대화동),031-925-0052,031-925-0053,5,0,6,N,http://www.ktg-kids.com,2017-02-24
산어린이집,경기도,고양시 일산동구,민간,49,1,경기도 고양시 일산동구 약산길 49 산어린이집 (중산동),031-976-8590,,5,0,6,Y,http://www.cyworld.com/9768590,2017-02-24
바움어린이집,경기도,고양시 일산동구,민간,49,10,경기도 고양시 일산동구 대산로 17 1층(정발산동),070-7591-9751,031-907-0543,4,0,7,Y,,2017-02-24
한국지역난방공사일산따소미어린이집,경기도,고양시 일산동구,직장,49,9,"경기도 고양시 일산동구 강송로 194 (마두동, 강촌마을1단지)",031-908-6563,031-908-6564,4,1,5,N,,2017-02-24
국립암센터어린이집,경기도,고양시 일산동구,직장,49,7,경기도 고양시 일산동구 일산로 323 (마두동),031-920-1935,031-920-1936,4,0,6,N,,2017-02-24
고운아이어린이집,경기도,고양시 일산동구,민간,49,9,경기도 고양시 일산동구 공릉천로 42 1층(사리현동),031-969-1533,,4,0,6,Y,,2017-02-24
영아전문어린이집,경기도,고양시 일산동구,가정,20,7,경기도 고양시 일산동구 정발산로196번길 15-1,031-907-6707,031-903-6707,3,0,4,N,,2017-02-24
마두사랑가득모아어린이집,경기도,고양시 일산동구,가정,20,5,경기도 고양시 일산동구 정발산로196번길 7-6,031-811-8675,,4,0,4,N,,2017-02-24
가베어린이집,경기도,고양시 일산동구,가정,20,4,"경기도 고양시 일산동구 일산로 206 305동 102호(마두동, 백마마을3단지아파트)",031-813-5920,031-815-5920,4,0,4,N,,2017-02-24
여럿이 함께 어린이집,경기도,고양시 일산동구,부모협동,20,4,경기도 고양시 일산동구 마골길 21-6,031-977-2382,,3,0,0,N,,2017-02-24
햇살몬테소리어린이집,경기도,고양시 일산동구,가정,20,7,"경기도 고양시 일산동구 공릉천로 64 204동 103호(사리현동, 동문2단지아파트)",031-963-0338,031-963-0338,3,0,4,Y,,2017-02-24
은물어린이집,경기도,고양시 덕양구,가정,19,4,"경기도 고양시 덕양구 화신로 309 922동 102호(화정동, 별빛마을기산9단지아파트)",031-811-0032,,3,0,4,N,,2017-02-24
별이빅스맘어린이집,경기도,고양시 덕양구,가정,19,2,"경기도 고양시 덕양구 화신로 291 1008동 101호(화정동, 별빛마을건영10단지아파트)",031-970-9139,031-970-9139,3,0,4,N,,2017-02-24
노리아어린이집,경기도,고양시 덕양구,가정,19,4,"경기도 고양시 덕양구 화신로 309 902동 103호(화정동, 별빛마을벽산9단지아파트)",031-938-5565,031-938-5565,4,0,4,N,,2017-02-24
꿈터어린이집,경기도,고양시 덕양구,가정,19,3,"경기도 고양시 덕양구 백양로 8 1714동 101호(화정동, 옥빛마을주공17단지아파트)",031-812-7705,031-812-7705,3,0,4,Y,,2017-02-24
