시군명,시설명,전화번호,지정일자,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84경도,WGS84위도
부천시,삼성내과의원,032-675-9177,2010-03-15,14430,경기도 부천시 원종동 206-3번지 충남상가 2층,경기도 부천시 원종로 7,126.8008076,37.5242455
용인시,삼성드림내과의원,031-8005-5700,2016-06-03,17084,경기도 용인시 기흥구 공세동 734-2번지 301~303호,경기도 용인시 기흥구 탑실로 36,127.1097185,37.2389388
광명시,삼성드림소아청소년과의원,02-2060-9400,2009-09-16,14209,경기도 광명시 철산동 56-9번지 3층 303호,경기도 광명시 광복로 68,126.8659057,37.489849
용인시,삼성드림소아청소년과의원,031-275-8270,2010-11-01,16978,경기도 용인시 기흥구 구갈동 594번지 강남피아 403호,경기도 용인시 기흥구 강남동로 10,127.1281076,37.2711597
수원시,삼성드림소아청소년과의원,031-365-4141,2015-09-04,16226,경기도 수원시 영통구 이의동 1240번지 이마트 광교점 3층,경기도 수원시 영통구 광교로 191,127.0476679,37.2964822
성남시,삼성드림소아청소년과의원,031-735-7355,2012-09-18,13144,경기도 성남시 수정구 단대동 97-2번지 2층,경기도 성남시 수정구 산성대로 433,127.1589875,37.4505779
용인시,삼성드림아이소아청소년과의원,031-283-1088,2015-05-15,16911,경기도 용인시 기흥구 마북동 182-15번지 테라스가든 B동203호,경기도 용인시 기흥구 마북로154번길 3,127.1239883,37.303745
안산시,삼성드림의원,031-403-8575,2013-03-01,15249,"경기도 안산시 단원구 와동 802-6번지 3층, 4층",경기도 안산시 단원구 화정천동로4길 24,126.8211075,37.3444745
고양시,삼성메디의원,031-966-8275,2015-08-10,10468,"경기도 고양시 덕양구 성사동 720-2번지 서강모프라자 403,404,405호",경기도 고양시 덕양구 고양대로1384번길 7-5,126.8378417,37.6537196
김포시,삼성메디칼의원,031-986-6667,2015-06-08,10071,경기도 김포시 구래동 6883-16번지 경서프라자 5층,경기도 김포시 김포한강9로76번길 37,126.6273177,37.6442006
부천시,삼성미래산부인과의원,032-662-6100,2012-06-27,14610,경기도 부천시 중동 1208-8번지,경기도 부천시 부흥로 270,126.7725831,37.4947766
안양시,삼성민내과의원,031-421-1007,2016-06-15,14055,경기도 안양시 동안구 관양동 1746번지 금강스마트빌딩 312호,경기도 안양시 동안구 시민대로 311,126.9646319,37.3961279
고양시,삼성베스트의원,031-977-9077,2014-08-08,10311,경기도 고양시 일산동구 중산동 1809번지 이마트풍산점 4층,경기도 고양시 일산동구 무궁화로 237,126.787061,37.6738914
남양주시,삼성서울연합의원,031-591-1092,2010-11-01,12147,경기도 남양주시 호평동 165-4번지 2층,경기도 남양주시 호평로67번길 1,127.2472209,37.656303
남양주시,삼성성인내과의원,031-521-5844,2016-06-23,12209,경기도 남양주시 와부읍 덕소리 474-5번지 희빌딩 8층,경기도 남양주시 와부읍 덕소로 93,127.2123344,37.5857879
수원시,삼성소아청소년과의원,031-206-7515,2010-10-29,16697,경기도 수원시 영통구 영통동 964-8번지 신나무실주공아파트상가 가동201호,,127.0622268,37.2517128
화성시,삼성연합의원,031-221-8575,2012-01-11,18414,"경기도 화성시 병점동 313-4번지 태성빌딩 3층302,303호",경기도 화성시 병점2로 46,127.0418133,37.2064442
시흥시,삼성연합의원.금성한의원,031-496-0712,2013-01-22,15026,경기도 시흥시 정왕동 1872-5번지 삼성아파트 2층,경기도 시흥시 정왕신길로139번길 5,126.7340282,37.3542469
구리시,삼성열린외과의원,031-567-1177,2016-06-27,11932,경기도 구리시 수택동 479-3번지 구리YMCA아기스포츠단 2층,경기도 구리시 검배로84번길 14,127.1467647,37.5947246
남양주시,삼성우리이비인후과의원,031-521-0300,2015-05-04,12211,경기도 남양주시 와부읍 덕소리 112-1번지 동산빌딩 601호,경기도 남양주시 와부읍 덕소로97번길 2,127.2123673,37.5854004
남양주시,삼성우리이비인후과의원,031-558-7787,2014-04-07,12262,경기도 남양주시 가운동 668-3번지 브릭스타워 204호,경기도 남양주시 경춘로 368,127.1555374,37.6044982
가평군,삼성의원,031-585-3658,2009-03-01,12465,경기도 가평군 설악면 신천리 435-14번지 435-14,경기도 가평군 설악면 신천중앙로 118,127.4908847,37.6779716
광주시,삼성의원,031-762-2377,2014-03-21,12711,경기도 광주시 퇴촌면 광동리 235-14번지 (2층) 2층 삼성의원,경기도 광주시 퇴촌면 광동로 41,127.3073536,37.4706333
화성시,삼성제일소아청소년과의원,031-8003-0001,2010-11-03,18443,경기도 화성시 반송동 219-1번지 성우프라자 303호,경기도 화성시 동탄솔빛로 67,127.074245,37.1947517
광명시,삼성제일아이사랑소아청소년과의원,02-897-2555,2010-02-16,14241,경기도 광명시 하안동 770번지 경흥빌딩 4층401호,경기도 광명시 광덕산로 33,126.8720108,37.4708449
군포시,삼성조은내과의원,031-399-5890,2012-10-11,15814,"경기도 군포시 산본동 207-12번지 산본두성프라자 202,301~303호",경기도 군포시 금산로 109,126.9357546,37.3714995
수원시,삼성중앙내과의원,031-217-0077,2012-01-05,16543,경기도 수원시 영통구 매탄동 923-13번지 매탄3동 923-13,경기도 수원시 영통구 인계로 216-1,127.0410542,37.2648765
고양시,삼성키즈I소아청소년과의원,02-371-1275,2013-10-01,10568,경기도 고양시 덕양구 신원동 621번지 삼송씨티프라자 301호,경기도 고양시 덕양구 신원로 40,126.8884464,37.6638794
고양시,삼성키즈소아청소년과의원,02-388-1119,2013-05-07,10589,경기도 고양시 덕양구 삼송동 324-2번지 삼송프라자 3층,경기도 고양시 덕양구 동세로 86,126.8837878,37.6500179
수원시,삼성키즈소아청소년과의원,031-224-7737,2012-04-02,16664,경기도 수원시 권선구 권선동 1359번지 수원아이파크시티3단지 상가,경기도 수원시 권선구 동수원로145번길 73,127.0260873,37.2424627
안양시,삼성키즈소아청소년과의원,031-426-1275,2012-08-24,13928,경기도 안양시 동안구 관양동 1677번지 경진빌딩 202호,경기도 안양시 동안구 동편로 136,126.9670646,37.4100222
안산시,삼성키즈소아청소년과의원,031-501-1722,2012-12-03,15540,경기도 안산시 상록구 본오동 880번지 롯데마트 상록점 3층 삼성키즈소아청소년과,경기도 안산시 상록구 반석로 8,126.8608461,37.295117
안성시,삼성키즈소아청소년과의원,031-692-7500,2010-08-04,17564,경기도 안성시 공도읍 진사리 20-28번지 (광동아이비) 203호,경기도 안성시 공도읍 진사길 11,127.138445,36.9928323
용인시,삼성키즈소아청소년과의원,031-693-9811,2013-09-09,16990,경기도 용인시 기흥구 중동 1108-3번지 301호,경기도 용인시 기흥구 동백죽전대로527번길 98-2,127.1442147,37.2810168
하남시,삼성키즈소아청소년과의원,031-796-0875,2016-06-10,12909,경기도 하남시 망월동 970번지 예스프라자13 204호,경기도 하남시 미사강변대로226번길 14,127.1847155,37.5696881
부천시,삼성키즈소아청소년과의원,032-678-1781,2011-02-15,14479,"경기도 부천시 여월동 330번지 여월동 330, 폴리 프라자 201호",경기도 부천시 여월로 60,126.8055597,37.511009
오산시,삼성킴스비뇨기과의원,031-372-3651,2016-06-14,18133,경기도 오산시 오산동 925-5번지 월드타워5층 503호,경기도 오산시 성호대로 121,127.0747761,37.1489783
수원시,삼성탑내과의원,031-211-0303,2014-08-26,16530,"경기도 수원시 영통구 매탄동 153-112번지 3,4층",경기도 수원시 영통구 중부대로 240,127.0420063,37.2748776
하남시,삼성탑내과의원,031-795-1472,2012-02-21,12969,경기도 하남시 덕풍동 415-84번지 415-84 2층,경기도 하남시 신장로 150,127.2022587,37.5392876
김포시,삼성탑내과의원,031-984-7571,2016-06-27,10082,경기도 김포시 장기동 1868-8번지 407호,경기도 김포시 김포한강4로 176,126.6628573,37.64766
성남시,삼성편한내과의원,031-703-5075,2011-05-17,13477,경기도 성남시 분당구 판교동 621-2번지 한솔플라자 202호-203호,경기도 성남시 분당구 운중로 233,127.0889854,37.390021
남양주시,드림아이산부인과의원,031-523-3333,2012-01-30,12056,경기도 남양주시 진접읍 금곡리 967-1번지,경기도 남양주시 진접읍 해밀예당1로 79,127.1887805,37.715738
군포시,드림연합소아청소년과의원,031-399-7588,2010-11-01,15865,"경기도 군포시 산본동 1142-10번지 동신상가 401,402호",경기도 군포시 산본로323번길 15,126.9321993,37.3585588
고양시,드림이비인후과의원,031-923-2277,2013-11-07,10209,경기도 고양시 일산서구 가좌동 400-2번지 201호,경기도 고양시 일산서구 가좌1로 57,126.7186373,37.6870716
고양시,든든한병원,031-930-6800,2016-06-15,10234,경기도 고양시 일산서구 덕이동 1551번지 3~11층,경기도 고양시 일산서구 하이파크2로 60,126.7558853,37.6990662
의정부시,뜨는소아청소년과의원,031-837-7530,2009-03-02,11624,경기도 의정부시 의정부동 526번지 석천빌딩 3층,경기도 의정부시 의정로 44,127.035271,37.7366021
성남시,라라소아청소년과의원,031-723-0055,2016-03-30,13642,경기도 성남시 수정구 창곡동 513-3번지 5층 504호,경기도 성남시 수정구 위례동로 141,127.1500574,37.4726368
평택시,라마즈산부인과의원,031-618-9792,2016-06-22,17908,경기도 평택시 합정동 741-2번지,경기도 평택시 중앙로 106,127.0945571,36.9931626
성남시,라임의원,031-741-4777,2010-11-01,13157,경기도 성남시 중원구 은행동 1560번지 2층,경기도 성남시 중원구 산성대로 522,127.1640647,37.4571934
성남시,라파이비인후과,031-707-8184,2016-07-11,13587,경기도 성남시 분당구 서현동 312-2번지 3층 302호,경기도 성남시 분당구 분당로263번길 35,127.1397107,37.3716736
수원시,라파이비인후과의원,031-296-4433,2016-04-01,16410,경기도 수원시 권선구 구운동 139-77번지 해주빌딩 3층,경기도 수원시 권선구 금호로 231,126.975145,37.2756287
안양시,라파이비인후과의원,031-386-0066,2010-10-29,14043,경기도 안양시 동안구 비산동 1101-2번지 한양스포츠센타 214,경기도 안양시 동안구 달안로 61,126.9489003,37.3964462
양주시,라파이비인후과의원,031-862-9905,2010-02-12,11444,경기도 양주시 덕계동 420-10번지 세원빌딩 3층,경기도 양주시 평화로 1420,127.0462091,37.8176121
평택시,로뎀나무내과의원,031-654-1905,2016-06-27,17909,경기도 평택시 합정동 672-10번지,경기도 평택시 중앙로 82-1,127.0922211,36.993633
수원시,로앤산부인과의원,031-258-0002,2016-06-20,16461,경기도 수원시 팔달구 매산로1가 57-69번지 3층,경기도 수원시 팔달구 덕영대로 925,127.0013712,37.2659639
안산시,로앤산부인과의원,031-414-8833,2016-06-20,15361,경기도 안산시 단원구 고잔동 539-20번지 봉산빌딩 2층,경기도 안산시 단원구 고잔1길 33,126.8371563,37.3183686
의정부시,로앤산부인과의원,031-856-2288,2016-06-22,11695,"경기도 의정부시 의정부동 175-10번지 나이키빌딩 13,14층",경기도 의정부시 시민로 117,127.0482959,37.738625
의왕시,롯데정내과의원,031-426-3486,2016-06-14,16039,"경기도 의왕시 내손동 746번지 롯데메디칼센터 402호,503호",경기도 의왕시 계원대학로 2,126.9716405,37.3796685
포천시,루시나산부인과의원,031-543-3070,2016-06-16,11174,경기도 포천시 소흘읍 송우리 105-6번지 송우리 105-5/6,경기도 포천시 소흘읍 솔모루로 106,127.1488908,37.830341
안양시,류동균내과의원,031-468-7786,2010-10-29,14003,경기도 안양시 만안구 안양동 714-109번지 안양4동 707-23,경기도 안양시 만안구 장내로 83,126.9177325,37.3950853
의정부시,류영준내과의원,031-878-6058,2016-06-08,11703,경기도 의정부시 호원동 417-2번지,경기도 의정부시 회룡로 135,127.0487646,37.7259574
의왕시,류이비인후과의원,031-453-0505,2016-06-17,16076,경기도 의왕시 고천동 283-4번지 283-4 창덕빌딩2층류이비인후과의원,경기도 의왕시 경수대로 237,126.9736965,37.3477011
고양시,류재춘내과의원,031-819-9000,2016-06-27,10381,경기도 고양시 일산서구 대화동 2222-3번지 씨티타워 402-404호,경기도 고양시 일산서구 중앙로 1559,126.7481539,37.6753454
성남시,류지아산부인과의원,031-717-9077,2016-06-26,13637,"경기도 성남시 분당구 구미동 185-1번지 (구미동,케이엔에프퍼레이션) 303,304호",경기도 성남시 분당구 성남대로 38,127.10933,37.3392323
파주시,리더스내과의원,031-957-7517,2009-10-09,10905,경기도 파주시 동패동 1761-3번지 한울프라자 503호,경기도 파주시 미래로 369-13,126.7452648,37.7109812
김포시,리더스의원,031-996-7582,2009-02-26,10102,경기도 김포시 감정동 692번지 홈플러스김포점 2층,경기도 김포시 중봉로 14,126.6986135,37.6238008
화성시,리본여성의원,031-613-0655,2016-06-21,18455,경기도 화성시 반송동 107-1번지 쎈타프라자 703호,경기도 화성시 동탄반석로 124,127.0714677,37.1999433
용인시,동백내과의원,031-274-7111,2010-11-01,17006,경기도 용인시 기흥구 중동 832-1번지 훼밀리프라자 502호,경기도 용인시 기흥구 동백5로 21-11,127.1527097,37.2774653
용인시,동백미즈산부인과의원,031-8006-2030,2010-11-01,17006,경기도 용인시 기흥구 중동 829번지 골드프라자 A동 7층,경기도 용인시 기흥구 동백중앙로 283,127.1535444,37.2775994
용인시,동백서울소아과의원,031-275-5459,2010-11-01,17003,경기도 용인시 기흥구 동백동 598-8번지 경안빌딩 301호,경기도 용인시 기흥구 동백7로 73,127.1595406,37.2819346
용인시,동백제일의원,031-286-9886,2015-02-13,16988,경기도 용인시 기흥구 중동 616-1번지 동백제일의원,경기도 용인시 기흥구 언동로217번길 45-1,127.1487735,37.2768756
